@contest "2023多校联合训练（HZNU站）"
@contlen 300
@problems 12
@teams 526
@submissions 1546
@p A,括号,20,0
@p B,操作,20,0
@p C,买火柴的小男孩,20,0
@p D,tententen选月饼,20,0
@p E,企鹅取暖,20,0
@p F,我想要原石,20,0
@p G,我想玩光遇,20,0
@p H,排列,20,0
@p I,炸弹拆除,20,0
@p J,无限列车,20,0
@p K,这是一场豪赌，朋友！,20,0
@p L,饿了吧！,20,0
@t 1,0,1,杭州师范大学 MMST_Team2023252
@t 2,0,1,北京理工大学 MMST_Team2023001
@t 3,0,1,北京理工大学 MMST_Team2023002
@t 4,0,1,北京理工大学 MMST_Team2023003
@t 5,0,1,北京理工大学 MMST_Team2023004
@t 6,0,1,北京理工大学 MMST_Team2023005
@t 7,0,1,北京理工大学 MMST_Team2023006
@t 8,0,1,北京理工大学 MMST_Team2023007
@t 9,0,1,北京理工大学 MMST_Team2023008
@t 10,0,1,北京理工大学 MMST_Team2023009
@t 11,0,1,北京理工大学 MMST_Team2023010
@t 12,0,1,北京理工大学 MMST_Team2023011
@t 13,0,1,北京理工大学 MMST_Team2023012
@t 14,0,1,北京理工大学 MMST_Team2023013
@t 15,0,1,北京理工大学 MMST_Team2023014
@t 16,0,1,北京理工大学 MMST_Team2023015
@t 17,0,1,北京理工大学 MMST_Team2023016
@t 18,0,1,北京理工大学 MMST_Team2023017
@t 19,0,1,北京理工大学 MMST_Team2023018
@t 20,0,1,北京理工大学 MMST_Team2023019
@t 21,0,1,北京理工大学 MMST_Team2023020
@t 22,0,1,北京理工大学 MMST_Team2023021
@t 23,0,1,北京理工大学 MMST_Team2023022
@t 24,0,1,北京理工大学 MMST_Team2023023
@t 25,0,1,北京理工大学 MMST_Team2023024
@t 26,0,1,北京理工大学 MMST_Team2023025
@t 27,0,1,北京理工大学 MMST_Team2023026
@t 28,0,1,北京理工大学 MMST_Team2023027
@t 29,0,1,北京理工大学 MMST_Team2023028
@t 30,0,1,北京理工大学 MMST_Team2023029
@t 31,0,1,北京理工大学 MMST_Team2023030
@t 32,0,1,北京理工大学 MMST_Team2023031
@t 33,0,1,北京理工大学 MMST_Team2023032
@t 34,0,1,北京理工大学 MMST_Team2023033
@t 35,0,1,北京理工大学 MMST_Team2023034
@t 36,0,1,北京理工大学 MMST_Team2023035
@t 37,0,1,北京理工大学 MMST_Team2023036
@t 38,0,1,北京理工大学 MMST_Team2023037
@t 39,0,1,北京理工大学 MMST_Team2023038
@t 40,0,1,北京理工大学 MMST_Team2023039
@t 41,0,1,北京理工大学 MMST_Team2023040
@t 42,0,1,北京理工大学 MMST_Team2023041
@t 43,0,1,北京理工大学 MMST_Team2023042
@t 44,0,1,北京理工大学 MMST_Team2023043
@t 45,0,1,北京理工大学 MMST_Team2023044
@t 46,0,1,北京理工大学 MMST_Team2023045
@t 47,0,1,北京理工大学 MMST_Team2023046
@t 48,0,1,北京理工大学 MMST_Team2023047
@t 49,0,1,北京理工大学 MMST_Team2023048
@t 50,0,1,北京理工大学 MMST_Team2023049
@t 51,0,1,浙江工业大学之江学院 MMST_Team2023050
@t 52,0,1,浙江工业大学之江学院 MMST_Team2023051
@t 53,0,1,浙江工业大学之江学院 MMST_Team2023052
@t 54,0,1,浙江工业大学之江学院 MMST_Team2023053
@t 55,0,1,浙江工业大学之江学院 MMST_Team2023054
@t 56,0,1,浙江工业大学之江学院 MMST_Team2023055
@t 57,0,1,浙江工业大学之江学院 MMST_Team2023056
@t 58,0,1,浙江工业大学之江学院 MMST_Team2023057
@t 59,0,1,浙江工业大学之江学院 MMST_Team2023058
@t 60,0,1,浙江工业大学之江学院 MMST_Team2023059
@t 61,0,1,浙江工业大学之江学院 MMST_Team2023060
@t 62,0,1,浙江工业大学之江学院 MMST_Team2023061
@t 63,0,1,浙江工业大学之江学院 MMST_Team2023062
@t 64,0,1,浙江工业大学之江学院 MMST_Team2023063
@t 65,0,1,浙江工业大学之江学院 MMST_Team2023064
@t 66,0,1,浙江工业大学之江学院 MMST_Team2023065
@t 67,0,1,浙江工业大学之江学院 MMST_Team2023066
@t 68,0,1,浙江工业大学之江学院 MMST_Team2023067
@t 69,0,1,浙江师范大学 MMST_Team2023068
@t 70,0,1,浙江师范大学 MMST_Team2023069
@t 71,0,1,浙江师范大学 MMST_Team2023070
@t 72,0,1,浙江师范大学 MMST_Team2023071
@t 73,0,1,浙江师范大学 MMST_Team2023072
@t 74,0,1,浙江师范大学 MMST_Team2023073
@t 75,0,1,浙江师范大学 MMST_Team2023074
@t 76,0,1,浙江师范大学 MMST_Team2023075
@t 77,0,1,浙江师范大学 MMST_Team2023076
@t 78,0,1,浙江师范大学 MMST_Team2023077
@t 79,0,1,浙江师范大学 MMST_Team2023078
@t 80,0,1,浙江师范大学 MMST_Team2023079
@t 81,0,1,浙江师范大学 MMST_Team2023080
@t 82,0,1,浙江师范大学 MMST_Team2023081
@t 83,0,1,浙江师范大学 MMST_Team2023082
@t 84,0,1,浙江师范大学 MMST_Team2023083
@t 85,0,1,浙江师范大学 MMST_Team2023084
@t 86,0,1,浙江师范大学 MMST_Team2023085
@t 87,0,1,浙江师范大学 MMST_Team2023086
@t 88,0,1,浙江师范大学 MMST_Team2023087
@t 89,0,1,浙江师范大学 MMST_Team2023088
@t 90,0,1,浙江师范大学 MMST_Team2023089
@t 91,0,1,浙江师范大学 MMST_Team2023090
@t 92,0,1,浙江师范大学 MMST_Team2023091
@t 93,0,1,浙江师范大学 MMST_Team2023092
@t 94,0,1,浙江师范大学 MMST_Team2023093
@t 95,0,1,浙江师范大学 MMST_Team2023094
@t 96,0,1,浙江师范大学 MMST_Team2023095
@t 97,0,1,浙江师范大学 MMST_Team2023096
@t 98,0,1,浙江师范大学 MMST_Team2023097
@t 99,0,1,浙江师范大学 MMST_Team2023098
@t 100,0,1,浙江师范大学 MMST_Team2023099
@t 101,0,1,浙江师范大学 MMST_Team2023100
@t 102,0,1,浙江师范大学 MMST_Team2023101
@t 103,0,1,浙大城市学院 MMST_Team2023102
@t 104,0,1,浙大城市学院 MMST_Team2023103
@t 105,0,1,浙大城市学院 MMST_Team2023104
@t 106,0,1,浙大城市学院 MMST_Team2023105
@t 107,0,1,浙大城市学院 MMST_Team2023106
@t 108,0,1,浙大城市学院 MMST_Team2023107
@t 109,0,1,浙大城市学院 MMST_Team2023108
@t 110,0,1,浙大城市学院 MMST_Team2023109
@t 111,0,1,浙大城市学院 MMST_Team2023110
@t 112,0,1,浙大城市学院 MMST_Team2023111
@t 113,0,1,浙大城市学院 MMST_Team2023112
@t 114,0,1,浙大城市学院 MMST_Team2023113
@t 115,0,1,浙大城市学院 MMST_Team2023114
@t 116,0,1,浙大城市学院 MMST_Team2023115
@t 117,0,1,浙大城市学院 MMST_Team2023116
@t 118,0,1,浙大城市学院 MMST_Team2023117
@t 119,0,1,浙大城市学院 MMST_Team2023118
@t 120,0,1,浙大城市学院 MMST_Team2023119
@t 121,0,1,浙大城市学院 MMST_Team2023120
@t 122,0,1,浙大城市学院 MMST_Team2023121
@t 123,0,1,浙大城市学院 MMST_Team2023122
@t 124,0,1,浙大城市学院 MMST_Team2023123
@t 125,0,1,浙大城市学院 MMST_Team2023124
@t 126,0,1,浙大城市学院 MMST_Team2023125
@t 127,0,1,浙大城市学院 MMST_Team2023126
@t 128,0,1,浙大城市学院 MMST_Team2023127
@t 129,0,1,浙大城市学院 MMST_Team2023128
@t 130,0,1,浙大城市学院 MMST_Team2023129
@t 131,0,1,浙大城市学院 MMST_Team2023130
@t 132,0,1,杭州师范大学 MMST_Team2023131
@t 133,0,1,杭州师范大学 MMST_Team2023132
@t 134,0,1,杭州师范大学 MMST_Team2023133
@t 135,0,1,杭州师范大学 MMST_Team2023134
@t 136,0,1,杭州师范大学 MMST_Team2023135
@t 137,0,1,杭州师范大学 MMST_Team2023136
@t 138,0,1,杭州师范大学 MMST_Team2023137
@t 139,0,1,杭州师范大学 MMST_Team2023138
@t 140,0,1,杭州师范大学 MMST_Team2023139
@t 141,0,1,杭州师范大学 MMST_Team2023140
@t 142,0,1,杭州师范大学 MMST_Team2023141
@t 143,0,1,杭州师范大学 MMST_Team2023142
@t 144,0,1,杭州师范大学 MMST_Team2023143
@t 145,0,1,杭州师范大学 MMST_Team2023144
@t 146,0,1,杭州师范大学 MMST_Team2023145
@t 147,0,1,杭州师范大学 MMST_Team2023146
@t 148,0,1,杭州师范大学 MMST_Team2023147
@t 149,0,1,杭州师范大学 MMST_Team2023148
@t 150,0,1,杭州师范大学 MMST_Team2023149
@t 151,0,1,杭州师范大学 MMST_Team2023150
@t 152,0,1,杭州师范大学 MMST_Team2023151
@t 153,0,1,杭州师范大学 MMST_Team2023152
@t 154,0,1,杭州师范大学 MMST_Team2023153
@t 155,0,1,杭州师范大学 MMST_Team2023154
@t 156,0,1,杭州师范大学 MMST_Team2023155
@t 157,0,1,杭州师范大学 MMST_Team2023156
@t 158,0,1,杭州师范大学 MMST_Team2023157
@t 159,0,1,浙江农林大学 MMST_Team2023158
@t 160,0,1,浙江农林大学 MMST_Team2023159
@t 161,0,1,浙江农林大学 MMST_Team2023160
@t 162,0,1,浙江农林大学 MMST_Team2023161
@t 163,0,1,浙江农林大学 MMST_Team2023162
@t 164,0,1,浙江农林大学 MMST_Team2023163
@t 165,0,1,浙江农林大学 MMST_Team2023164
@t 166,0,1,浙江农林大学 MMST_Team2023165
@t 167,0,1,浙江农林大学 MMST_Team2023166
@t 168,0,1,浙江农林大学 MMST_Team2023167
@t 169,0,1,浙江农林大学 MMST_Team2023168
@t 170,0,1,浙江农林大学 MMST_Team2023169
@t 171,0,1,浙江农林大学 MMST_Team2023170
@t 172,0,1,浙江农林大学 MMST_Team2023171
@t 173,0,1,浙江农林大学 MMST_Team2023172
@t 174,0,1,浙江农林大学 MMST_Team2023173
@t 175,0,1,浙江农林大学 MMST_Team2023174
@t 176,0,1,浙江农林大学 MMST_Team2023175
@t 177,0,1,浙江农林大学 MMST_Team2023176
@t 178,0,1,浙江农林大学 MMST_Team2023177
@t 179,0,1,浙江农林大学 MMST_Team2023178
@t 180,0,1,浙江农林大学 MMST_Team2023179
@t 181,0,1,浙江农林大学 MMST_Team2023180
@t 182,0,1,浙江农林大学 MMST_Team2023181
@t 183,0,1,浙江农林大学 MMST_Team2023182
@t 184,0,1,浙江农林大学 MMST_Team2023183
@t 185,0,1,浙江农林大学 MMST_Team2023184
@t 186,0,1,浙江农林大学 MMST_Team2023185
@t 187,0,1,浙江农林大学 MMST_Team2023186
@t 188,0,1,浙江农林大学 MMST_Team2023187
@t 189,0,1,浙江农林大学 MMST_Team2023188
@t 190,0,1,浙江农林大学 MMST_Team2023189
@t 191,0,1,浙江农林大学 MMST_Team2023190
@t 192,0,1,浙江农林大学 MMST_Team2023191
@t 193,0,1,浙江农林大学 MMST_Team2023192
@t 194,0,1,浙江农林大学 MMST_Team2023193
@t 195,0,1,浙江农林大学 MMST_Team2023194
@t 196,0,1,浙江农林大学 MMST_Team2023195
@t 197,0,1,浙江农林大学 MMST_Team2023196
@t 198,0,1,浙江农林大学 MMST_Team2023197
@t 199,0,1,浙江农林大学 MMST_Team2023198
@t 200,0,1,浙江农林大学 MMST_Team2023199
@t 201,0,1,浙江农林大学 MMST_Team2023200
@t 202,0,1,浙江农林大学 MMST_Team2023201
@t 203,0,1,浙江农林大学 MMST_Team2023202
@t 204,0,1,浙江农林大学 MMST_Team2023203
@t 205,0,1,浙江农林大学 MMST_Team2023204
@t 206,0,1,浙江农林大学 MMST_Team2023205
@t 207,0,1,浙江农林大学 MMST_Team2023206
@t 208,0,1,浙江农林大学 MMST_Team2023207
@t 209,0,1,浙江农林大学 MMST_Team2023208
@t 210,0,1,浙江农林大学 MMST_Team2023209
@t 211,0,1,浙江农林大学 MMST_Team2023210
@t 212,0,1,浙江农林大学 MMST_Team2023211
@t 213,0,1,浙江农林大学 MMST_Team2023212
@t 214,0,1,浙江农林大学 MMST_Team2023213
@t 215,0,1,浙江农林大学 MMST_Team2023214
@t 216,0,1,浙江农林大学 MMST_Team2023215
@t 217,0,1,浙江农林大学 MMST_Team2023216
@t 218,0,1,浙江农林大学 MMST_Team2023217
@t 219,0,1,浙江农林大学 MMST_Team2023218
@t 220,0,1,浙江农林大学 MMST_Team2023219
@t 221,0,1,浙江农林大学 MMST_Team2023220
@t 222,0,1,浙江农林大学 MMST_Team2023221
@t 223,0,1,浙江农林大学 MMST_Team2023222
@t 224,0,1,浙江农林大学 MMST_Team2023223
@t 225,0,1,浙江农林大学 MMST_Team2023224
@t 226,0,1,浙江农林大学 MMST_Team2023225
@t 227,0,1,浙江农林大学 MMST_Team2023226
@t 228,0,1,浙江工商大学 MMST_Team2023227
@t 229,0,1,浙江工商大学 MMST_Team2023228
@t 230,0,1,浙江工商大学 MMST_Team2023229
